[GIN] 2025/08/05 - 14:37:22 | 200 |    1.736215ms |       127.0.0.1 | GET      "/api/v1/offers/public?product_name=тест&page=1&limit=5"
[GIN] 2025/08/05 - 14:37:22 | 200 |    1.501922ms |       127.0.0.1 | GET      "/api/v1/offers/public?vendor_article=TEST&page=1&limit=5"
[GIN] 2025/08/05 - 14:37:22 | 200 |     1.59801ms |       127.0.0.1 | GET      "/api/v1/offers/public?tax_nds=20&page=1&limit=5"
[GIN] 2025/08/05 - 14:37:22 | 200 |    1.439378ms |       127.0.0.1 | GET      "/api/v1/offers/public?units_per_lot=1&page=1&limit=5"
[GIN] 2025/08/05 - 14:37:22 | 200 |     1.56364ms |       127.0.0.1 | GET      "/api/v1/offers/public?max_shipping_days=5&page=1&limit=5"
[GIN] 2025/08/05 - 14:37:22 | 200 |     1.49025ms |       127.0.0.1 | GET      "/api/v1/offers/public?available_lots=5&page=1&limit=5"
[GIN] 2025/08/05 - 14:37:22 | 200 |    1.461247ms |       127.0.0.1 | GET      "/api/v1/offers/public?offer_type=sell&price_min=100&price_max=400&tax_nds=20&max_shipping_days=5&page=1&limit=5"
[GIN] 2025/08/05 - 14:37:22 | 404 |         987ns |       127.0.0.1 | DELETE   "/api/v1/orders/123"
2025/08/05 14:37:22 DeleteOffer error: Error 1054 (42S22): Unknown column '$1' in 'where clause'
[GIN] 2025/08/05 - 14:37:22 | 500 |     436.628µs |       127.0.0.1 | DELETE   "/api/v1/offers/454"
2025/08/05 14:37:22 DeleteOffer error: Error 1054 (42S22): Unknown column '$1' in 'where clause'
[GIN] 2025/08/05 - 14:37:22 | 500 |      423.67µs |       127.0.0.1 | DELETE   "/api/v1/offers/455"
[GIN] 2025/08/05 - 14:37:23 | 500 |   71.363108ms |       127.0.0.1 | DELETE   "/api/v1/products/573"
[GIN] 2025/08/05 - 14:37:23 | 500 |    48.29689ms |       127.0.0.1 | DELETE   "/api/v1/products/574"
2025/08/05 14:37:23 DeleteWarehouse error: Error 1451 (23000): Cannot delete or update a parent row: a foreign key constraint fails (`portaldata`.`offers`, CONSTRAINT `offers_ibfk_2` FOREIGN KEY (`warehouse_id`) REFERENCES `warehouses` (`id`))
[GIN] 2025/08/05 - 14:37:23 | 500 |   91.619656ms |       127.0.0.1 | DELETE   "/api/v1/warehouses/252"
2025/08/05 14:37:23 DeleteWarehouse error: Error 1451 (23000): Cannot delete or update a parent row: a foreign key constraint fails (`portaldata`.`offers`, CONSTRAINT `offers_ibfk_2` FOREIGN KEY (`warehouse_id`) REFERENCES `warehouses` (`id`))
[GIN] 2025/08/05 - 14:37:23 | 500 |   91.341587ms |       127.0.0.1 | DELETE   "/api/v1/warehouses/253"
